,token,oc_list
195,comissão,"[(1, 1), (10, 3), (15, 1), (16, 4), (39, 1), (44, 1), (45, 3), (56, 1), (89, 4), (91, 2), (98, 3), (108, 2), (109, 1), (122, 2), (129, 1), (134, 1), (136, 1), (137, 1)]"
196,sindicante,"[(1, 1)]"
197,descobrir,"[(1, 1), (43, 1)]"
198,autor,"[(1, 1), (2, 1), (15, 1), (18, 1), (89, 1), (98, 1), (109, 1), (126, 1)]"
199,ofensas,"[(1, 1), (122, 1)]"
200,repudiou,"[(1, 1)]"
201,veementemente,"[(1, 1), (5, 1), (18, 1)]"
202,conteúdo,"[(1, 2), (19, 1), (32, 1), (75, 2), (89, 1), (110, 1)]"
203,além,"[(1, 3), (2, 2), (5, 6), (9, 1), (15, 1), (17, 1), (19, 1), (44, 1), (46, 1), (48, 1), (64, 1), (70, 1), (75, 7), (91, 1), (98, 1), (108, 1), (117, 1), (118, 1), (120, 1), (122, 1), (123, 1), (124, 1), (126, 1), (136, 2), (140, 1)]"
204,disso,"[(1, 2), (5, 2), (6, 1), (10, 1), (15, 1), (29, 1), (44, 1), (48, 1), (56, 1), (66, 1), (111, 2), (117, 1), (118, 4), (136, 1), (137, 1), (141, 1)]"
205,entidade,"[(1, 1), (51, 1), (98, 1), (125, 1)]"
206,chamada,"[(1, 2), (18, 1), (60, 1), (65, 1), (94, 1), (99, 1), (118, 1), (136, 1)]"
207,coletivo,"[(1, 3), (70, 1), (117, 4), (125, 2), (128, 1), (129, 5)]"
208,nergro,"[(1, 1)]"
209,formada,"[(1, 2), (124, 1), (125, 1), (133, 1)]"
210,alunos,"[(1, 3), (44, 1), (94, 3), (132, 1), (136, 1), (145, 1)]"
211,negros,"[(1, 2), (50, 1), (59, 1)]"
212,instituição,"[(1, 1), (46, 1), (98, 1)]"
213,elaborou,"[(1, 1)]"
214,intervenção,"[(1, 2)]"
215,envolvia,"[(1, 1), (65, 1)]"
216,leitura,"[(1, 1), (6, 1), (29, 1), (56, 1), (120, 1)]"
217,texto,"[(1, 1), (6, 1), (29, 1), (32, 1), (83, 2), (89, 1), (107, 1), (111, 2), (120, 2), (138, 1)]"
218,repúdio,"[(1, 1), (9, 1), (129, 1)]"
219,escolhida,"[(1, 1), (94, 1), (126, 1), (136, 1)]"
220,ler,"[(1, 1), (50, 1), (56, 1), (94, 6), (107, 1)]"
221,mensagem,"[(1, 2), (29, 3), (50, 2), (64, 2), (99, 1)]"
222,todas,"[(1, 1), (5, 1), (35, 1), (44, 5), (49, 1), (56, 1), (70, 1), (99, 1), (101, 1), (120, 2), (133, 1)]"
223,salas,"[(1, 2), (56, 1), (94, 1), (110, 1)]"
224,aula,"[(1, 1), (44, 1), (94, 3), (117, 2), (132, 1), (145, 1)]"
225,autorização,"[(1, 1), (17, 3), (44, 1)]"
226,diretoria,"[(1, 1), (91, 1), (124, 1)]"
227,repudiar,"[(1, 1)]"
228,especificamente,"[(1, 1), (39, 1)]"
229,protestava,"[(1, 1)]"
230,circunstâncias,"[(1, 1), (120, 1)]"
231,históricas,"[(1, 1)]"
232,brasil,"[(1, 1), (4, 4), (5, 12), (10, 1), (15, 2), (16, 4), (17, 6), (18, 5), (19, 2), (29, 2), (43, 3), (44, 3), (45, 1), (46, 3), (50, 16), (51, 3), (56, 2), (63, 1), (64, 4), (65, 9), (69, 1), (70, 2), (71, 3), (73, 3), (75, 3), (76, 2), (78, 6), (83, 6), (86, 3), (89, 1), (93, 1), (94, 1), (98, 9), (99, 21), (101, 2), (107, 2), (110, 4), (111, 1), (117, 14), (118, 4), (119, 4), (120, 4), (125, 1), (129, 3), (133, 2), (137, 4), (138, 1), (139, 4), (141, 4), (142, 1)]"
233,contribuem,"[(1, 1), (4, 1), (60, 1)]"
234,estrutural,"[(1, 1)]"
235,existente,"[(1, 1)]"
236,país,"[(1, 1), (4, 3), (5, 1), (10, 1), (15, 2), (16, 3), (17, 3), (29, 2), (32, 1), (39, 2), (43, 2), (46, 3), (49, 1), (50, 3), (51, 5), (52, 2), (60, 1), (63, 1), (65, 2), (70, 1), (71, 1), (73, 1), (75, 6), (76, 1), (83, 1), (86, 1), (93, 3), (94, 5), (98, 1), (101, 4), (105, 1), (106, 1), (107, 1), (109, 2), (111, 4), (119, 3), (120, 1), (121, 1), (122, 2), (123, 2), (124, 1), (126, 2), (136, 1), (139, 1), (142, 1)]"
237,discurso,"[(1, 1), (10, 2), (16, 1), (19, 1), (32, 1), (43, 1), (45, 1), (50, 1), (64, 1), (75, 1), (89, 1), (91, 2), (94, 1), (121, 1), (126, 1)]"
238,lido,"[(1, 1), (29, 1)]"
239,gravado,"[(1, 1)]"
240,logo,"[(1, 1), (29, 1), (43, 1), (46, 1), (51, 1), (60, 1), (63, 1), (75, 1), (91, 1), (94, 1), (140, 1)]"
241,replicado,"[(1, 1)]"
242,redes,"[(1, 1), (9, 1), (19, 2), (37, 6), (44, 2), (49, 2), (50, 1), (59, 1), (66, 1), (70, 3), (72, 1), (75, 2), (86, 1), (105, 1), (119, 2), (141, 1)]"
243,sociais,"[(1, 1), (9, 1), (10, 1), (17, 1), (19, 1), (37, 5), (49, 2), (50, 4), (59, 1), (65, 1), (66, 1), (70, 1), (72, 1), (75, 3), (86, 1), (97, 1), (98, 1), (99, 1), (105, 1), (109, 1), (118, 1), (119, 2), (123, 2), (141, 1)]"
244,incitou,"[(1, 1)]"
245,ira,"[(1, 1), (71, 1)]"
246,divulgado,"[(1, 1), (117, 1)]"
247,acusada,"[(1, 1)]"
248,fazer-se,"[(1, 1)]"
249,situação,"[(1, 1), (4, 1), (5, 2), (29, 3), (45, 1), (49, 1), (59, 1), (73, 1), (75, 1), (83, 1), (105, 1), (111, 2), (120, 3), (122, 1), (134, 1)]"
250,existiria,"[(1, 1)]"
251,escravidão,"[(1, 1), (5, 5), (50, 1)]"
252,acabou,"[(1, 1), (2, 1), (70, 2), (91, 1), (94, 1), (98, 1), (110, 1), (118, 1), (119, 1), (120, 1), (121, 1), (137, 1)]"
253,século,"[(1, 1), (65, 1), (126, 2), (140, 1)]"
254,hoje,"[(1, 1), (2, 2), (4, 1), (5, 1), (10, 1), (18, 1), (29, 1), (50, 2), (51, 1), (52, 1), (63, 1), (65, 7), (66, 1), (69, 1), (70, 2), (71, 1), (73, 1), (85, 1), (86, 1), (89, 5), (94, 5), (98, 1), (99, 11), (101, 2), (105, 2), (108, 1), (111, 2), (120, 2), (121, 1), (125, 1), (126, 4), (128, 1), (129, 2), (138, 1), (140, 2), (141, 1)]"
255,todos,"[(1, 1), (4, 1), (16, 1), (29, 3), (39, 1), (44, 2), (45, 1), (47, 1), (50, 2), (51, 3), (56, 4), (63, 1), (65, 2), (71, 3), (73, 2), (76, 1), (87, 1), (89, 2), (91, 1), (94, 2), (98, 1), (99, 3), (101, 1), (108, 3), (109, 1), (111, 3), (118, 3), (120, 1), (123, 1), (125, 1), (126, 4), (129, 1), (133, 1), (137, 2), (140, 1), (142, 1)]"
256,iguais,"[(1, 1)]"
257,importando,"[(1, 1)]"
258,cor,"[(1, 1), (94, 1)]"
259,pele,"[(1, 1), (59, 1), (87, 1)]"
260,tudo,"[(1, 1), (4, 1), (5, 1), (6, 1), (16, 1), (39, 1), (49, 2), (50, 2), (56, 5), (66, 2), (83, 1), (86, 1), (99, 5), (105, 1), (109, 2), (111, 1), (118, 7), (120, 3), (136, 1), (141, 1)]"
261,querendo,"[(1, 1), (71, 1)]"
262,obter,"[(1, 1), (120, 1)]"
263,raciais,"[(1, 1)]"
264,sistema,"[(1, 1), (4, 2), (44, 1), (51, 1), (60, 3), (63, 2), (91, 1), (99, 1), (108, 2), (109, 1), (111, 1), (120, 1), (125, 1), (126, 1)]"
265,ensino,"[(1, 1), (43, 1), (44, 1), (50, 1), (75, 1), (94, 1), (132, 1), (133, 1)]"
266,assim,"[(1, 1), (4, 2), (5, 1), (10, 1), (15, 2), (16, 1), (19, 1), (35, 1), (46, 1), (50, 1), (51, 2), (52, 1), (56, 1), (65, 1), (70, 1), (78, 1), (86, 1), (93, 1), (94, 1), (99, 5), (105, 1), (118, 4), (120, 2), (123, 1), (134, 2), (141, 1), (142, 1)]"
267,novembro,"[(1, 1), (5, 1), (98, 1), (109, 2), (120, 1)]"
268,passado,"[(1, 1), (5, 1), (16, 1), (43, 1), (46, 1), (51, 1), (73, 1), (91, 1), (98, 2), (99, 1), (105, 1), (118, 3), (120, 1), (123, 1), (124, 1), (126, 1), (136, 1), (137, 1), (140, 1), (141, 1)]"
269,então,"[(1, 1), (2, 2), (10, 1), (16, 1), (22, 1), (35, 1), (37, 5), (46, 1), (47, 1), (56, 1), (65, 1), (70, 3), (75, 2), (91, 2), (94, 2), (98, 4), (107, 1), (109, 1), (111, 1), (118, 2), (120, 3), (126, 3), (136, 2), (137, 1), (140, 1), (141, 1)]"
270,candidato,"[(1, 1), (37, 4), (65, 1), (70, 1), (94, 1), (98, 1), (105, 1), (111, 2), (123, 1), (126, 3), (137, 1)]"
271,presidente,"[(1, 1), (2, 1), (5, 1), (10, 4), (15, 5), (16, 1), (18, 1), (19, 1), (28, 1), (29, 2), (37, 3), (45, 6), (47, 1), (50, 3), (64, 1), (65, 8), (66, 1), (69, 1), (70, 1), (71, 2), (75, 9), (76, 1), (82, 1), (83, 3), (86, 1), (89, 2), (91, 2), (93, 4), (94, 5), (98, 5), (99, 8), (101, 3), (102, 1), (105, 2), (107, 1), (111, 2), (119, 2), (122, 1), (123, 1), (126, 1), (128, 1), (129, 3), (134, 2), (136, 6), (137, 1), (138, 1), (139, 1), (142, 2)]"
272,eleito,"[(1, 1), (10, 1), (37, 1), (64, 1), (93, 2), (99, 2), (111, 1), (120, 2), (121, 1), (136, 1), (139, 1)]"
273,república,"[(1, 1), (10, 1), (37, 2), (45, 3), (46, 3), (47, 1), (64, 1), (65, 2), (82, 1), (83, 3), (86, 2), (110, 1), (111, 1), (112, 2), (120, 1), (121, 1), (123, 1), (129, 1), (137, 1), (142, 1)]"
274,postou,"[(1, 1), (112, 1)]"
275,abaixo,"[(1, 2), (18, 1), (65, 1), (75, 1), (117, 2), (141, 1)]"
276,recomendando,"[(1, 1)]"
277,canal,"[(1, 2), (70, 3), (85, 1), (134, 1)]"
278,excelente,"[(1, 1), (44, 1)]"
279,opção,"[(1, 1), (86, 1)]"
280,informação,"[(1, 1), (37, 5), (87, 1)]"
281,acordo,"[(1, 1), (2, 1), (5, 2), (17, 1), (35, 1), (46, 9), (49, 1), (54, 1), (61, 1), (75, 1), (83, 13), (89, 3), (91, 2), (98, 2), (106, 1), (109, 3), (118, 1), (120, 1), (122, 1), (124, 2)]"
282,defesa,"[(1, 2), (2, 2), (9, 1), (15, 1), (54, 1), (76, 1), (91, 1), (98, 1), (111, 1), (112, 1), (117, 1), (120, 6), (123, 2), (137, 1), (142, 1)]"
283,nenhum,"[(1, 1), (5, 1), (10, 1), (48, 1), (73, 1), (75, 1), (83, 1), (89, 2), (98, 2), (99, 2), (101, 1), (118, 1), (120, 3), (140, 1)]"
284,pois,"[(1, 1), (2, 1), (5, 1), (15, 1), (16, 1), (43, 1), (45, 1), (50, 1), (83, 1), (98, 3), (99, 3), (119, 1)]"
285,devem,"[(1, 1), (6, 1), (60, 1), (120, 1), (126, 2), (142, 1)]"
286,vistas,"[(1, 1)]"
287,exercício,"[(1, 1)]"
288,inalienável,"[(1, 1)]"
289,expressão,"[(1, 2), (50, 1), (108, 1), (118, 1)]"
290,afirma,"[(1, 1), (5, 3), (9, 1), (10, 2), (17, 2), (18, 2), (70, 2), (76, 1), (98, 3), (99, 2), (107, 1), (111, 1), (118, 1), (120, 1), (136, 1), (141, 1)]"
291,participar,"[(1, 1), (19, 1), (98, 1), (99, 1)]"
292,combate,"[(1, 1), (17, 1), (19, 1), (45, 1), (64, 1), (70, 1), (78, 2), (89, 1), (117, 2)]"
293,torna,"[(1, 1), (15, 1), (75, 1), (138, 1)]"
294,sujeita,"[(1, 2)]"
295,tipo,"[(1, 1), (4, 1), (9, 1), (17, 1), (19, 1), (49, 1), (50, 2), (54, 1), (56, 1), (73, 1), (78, 1), (98, 2), (99, 1), (125, 1)]"
296,crítica,"[(1, 2), (6, 1), (50, 1), (67, 1)]"
297,ressaltar,"[(1, 1), (15, 1), (64, 1), (120, 1)]"
298,querelante,"[(1, 2)]"
299,sic,"[(1, 1), (136, 1)]"
300,colocou-se,"[(1, 1)]"
301,posição,"[(1, 1), (45, 1), (51, 1), (59, 1), (65, 2), (109, 1), (120, 2)]"
302,pública,"[(1, 1), (4, 1), (5, 1), (60, 1), (75, 1), (78, 2), (89, 1), (91, 4), (93, 1), (122, 2), (124, 1), (126, 1), (129, 1), (132, 1), (133, 2), (134, 3), (136, 1), (137, 2), (142, 2)]"
303,destaque,"[(1, 1), (2, 1), (75, 1), (136, 1)]"
304,representante,"[(1, 1), (83, 1), (99, 1), (122, 1)]"
305,organização,"[(1, 1), (15, 1), (16, 1), (17, 1), (47, 1), (60, 1), (65, 1), (78, 2), (94, 1), (98, 3), (112, 1), (117, 2)]"
306,política,"[(1, 1), (6, 1), (29, 3), (45, 4), (50, 7), (52, 1), (54, 2), (64, 2), (65, 4), (70, 4), (71, 1), (73, 1), (75, 2), (76, 1), (78, 2), (86, 2), (91, 1), (93, 1), (94, 1), (98, 6), (105, 1), (108, 1), (117, 2), (118, 2), (120, 3), (122, 1), (125, 1), (126, 2), (128, 2), (136, 2), (137, 1)]"
307,denominada,"[(1, 1)]"
308,negro,"[(1, 1), (19, 2), (50, 2), (124, 1)]"
309,nessa,"[(1, 1), (29, 1), (50, 2), (51, 1), (56, 3), (73, 1), (78, 1), (89, 1), (109, 1), (111, 1), (118, 1), (125, 1), (136, 1), (140, 1)]"
310,condição,"[(1, 1), (5, 1), (83, 1), (125, 2)]"
311,evidentemente,"[(1, 1), (120, 1)]"
312,naturalmente,"[(1, 1), (29, 2), (51, 1), (65, 1)]"
313,ampliando-se,"[(1, 1)]"
314,sobremaneira,"[(1, 1)]"
315,liberdade,"[(1, 1), (6, 2), (15, 1), (29, 1), (44, 2), (64, 3), (65, 1), (70, 1), (106, 1), (117, 3), (118, 1), (120, 3), (123, 1)]"
316,deverá,"[(1, 1), (91, 1)]"
317,proferir,"[(1, 1)]"
318,sentença,"[(1, 1), (17, 1), (29, 1), (89, 1), (98, 1), (120, 2), (123, 1)]"
319,primeira,"[(1, 2), (5, 1), (17, 1), (19, 1), (35, 3), (56, 2), (63, 1), (83, 1), (89, 2), (94, 1), (105, 1), (118, 2), (120, 1), (122, 1), (123, 1), (124, 2), (126, 1), (134, 2)]"
320,instância,"[(1, 1), (75, 1), (83, 1), (89, 7), (111, 3), (118, 1), (120, 4), (141, 1)]"
321,sobre,"[(1, 1), (2, 2), (4, 1), (5, 1), (10, 1), (16, 1), (17, 3), (18, 7), (19, 1), (29, 2), (32, 1), (37, 1), (45, 11), (46, 1), (48, 3), (49, 4), (50, 5), (56, 4), (60, 1), (61, 1), (65, 3), (66, 1), (67, 1), (70, 9), (72, 1), (75, 6), (76, 2), (78, 1), (83, 1), (85, 1), (89, 3), (94, 2), (98, 2), (99, 8), (105, 2), (108, 1), (110, 3), (112, 1), (118, 4), (119, 2), (121, 1), (122, 1), (123, 1), (125, 1), (126, 3), (137, 4), (140, 1)]"
322,próximas,"[(1, 1), (5, 1), (29, 1), (83, 1)]"
323,semanas,"[(1, 1), (29, 1), (136, 1)]"
324,meses,"[(1, 1), (5, 1), (46, 1), (56, 2), (75, 4), (86, 1), (89, 2), (98, 1), (105, 3), (139, 1)]"
325,observa,"[(1, 1), (99, 1), (111, 1)]"
326,pessoa,"[(1, 1), (9, 1), (29, 3), (50, 2), (65, 1), (83, 1), (89, 1), (99, 2), (106, 1), (118, 2), (120, 2), (137, 1)]"
327,ataca,"[(1, 1)]"
328,defendia,"[(2, 1), (89, 1)]"
329,lobista,"[(2, 2)]"
330,denunciou,"[(2, 1), (91, 1)]"
331,mensalão,"[(2, 3), (50, 1)]"
332,mineiro,"[(2, 2), (5, 1)]"
333,lista,"[(2, 13), (5, 12), (56, 1), (101, 1), (117, 1), (140, 2)]"
334,furnas,"[(2, 2)]"
335,advogado,"[(2, 4), (5, 2), (16, 1), (19, 2), (29, 2), (49, 1), (56, 1), (83, 1), (94, 1), (98, 1), (120, 1), (123, 1)]"
336,dino,"[(2, 5)]"
337,miraglia,"[(2, 4)]"
338,comeu,"[(2, 1)]"
339,pão,"[(2, 1)]"
340,diabo,"[(2, 1), (138, 1)]"
341,amaçou,"[(2, 1)]"
342,manhã,"[(2, 1), (5, 1), (9, 1), (48, 1), (75, 1), (94, 1), (101, 1), (118, 3), (123, 1)]"
343,polícia,"[(2, 4), (29, 1), (46, 1), (54, 1), (91, 5), (94, 1), (98, 2), (105, 1), (106, 3), (109, 3), (117, 1), (118, 7), (123, 1), (134, 1), (136, 2), (137, 3)]"
344,minas,"[(2, 4), (5, 2), (51, 1), (117, 1), (134, 5)]"
345,gerais,"[(2, 2), (5, 2), (117, 1), (134, 5)]"
346,invadiu,"[(2, 1), (10, 1), (91, 1)]"
347,apartamento,"[(2, 4), (54, 1), (56, 1), (64, 1), (120, 4)]"
348,operação,"[(2, 2), (44, 1), (73, 2), (89, 1), (112, 1), (118, 2), (120, 1), (123, 1)]"
349,contou,"[(2, 2), (18, 1), (19, 1), (64, 1), (69, 1), (94, 1), (107, 1)]"
350,helicóptero,"[(2, 1), (69, 1)]"
351,homens,"[(2, 1), (16, 1), (91, 3), (93, 1), (98, 2), (99, 7)]"
352,descendo,"[(2, 1), (118, 1)]"
353,cordas,"[(2, 1)]"
354,policiais,"[(2, 1), (91, 1), (94, 1), (118, 2)]"
355,reviraram,"[(2, 1)]"
356,pertences,"[(2, 1), (16, 1)]"
357,família,"[(2, 1), (15, 1), (16, 2), (19, 2), (45, 1), (50, 6), (56, 2), (75, 1), (98, 1), (109, 1), (124, 1), (137, 3), (141, 1)]"
358,inclusive,"[(2, 1), (10, 1), (16, 5), (39, 1), (47, 1), (49, 1), (60, 1), (65, 1), (66, 1), (75, 2), (78, 1), (87, 1), (99, 2), (105, 1), (108, 1), (109, 1), (119, 1), (120, 3), (123, 1), (138, 1), (142, 1)]"
359,peças,"[(2, 1), (5, 1), (19, 1)]"
360,roupas,"[(2, 1), (5, 1)]"
361,íntimas,"[(2, 1)]"
362,esposa,"[(2, 1), (51, 1), (63, 1)]"
363,mandado,"[(2, 1), (118, 1)]"
364,autorizava,"[(2, 1)]"
365,coleta,"[(2, 1)]"
366,provas,"[(2, 1), (16, 2), (118, 1), (120, 3), (123, 1)]"
367,incriminassem,"[(2, 1)]"
368,acusação,"[(2, 4), (98, 2), (120, 4)]"
369,formação,"[(2, 1), (44, 7)]"
370,quadrilha,"[(2, 1), (9, 2)]"
371,segundo,"[(2, 2), (4, 1), (5, 2), (10, 1), (17, 2), (43, 1), (44, 1), (46, 1), (48, 1), (49, 2), (56, 1), (60, 2), (67, 1), (70, 3), (73, 1), (78, 1), (83, 3), (91, 2), (94, 1), (98, 5), (99, 1), (101, 1), (106, 1), (108, 1), (109, 5), (112, 1), (120, 2), (121, 1), (123, 1), (124, 1), (129, 1), (133, 2), (134, 3)]"
372,participava,"[(2, 1), (91, 1)]"
373,grupo,"[(2, 1), (5, 2), (10, 2), (16, 2), (18, 1), (35, 1), (45, 1), (50, 3), (56, 1), (65, 1), (75, 1), (78, 1), (91, 5), (94, 1), (98, 2), (99, 4), (106, 1), (109, 1), (133, 1), (136, 1), (140, 1), (141, 6)]"
374,levantava,"[(2, 1)]"
375,informações,"[(2, 1), (18, 1), (46, 5), (50, 1), (83, 1), (91, 1), (93, 2), (134, 1)]"
376,extorquir,"[(2, 1)]"
377,dinheiro,"[(2, 2), (18, 2), (46, 1), (50, 1), (51, 2), (56, 3), (63, 1), (69, 1), (70, 1), (75, 2), (83, 7), (98, 2), (99, 1), (108, 1), (118, 3), (124, 2), (129, 1)]"
378,autoridades,"[(2, 2), (17, 2), (18, 2), (46, 4), (73, 1), (83, 2), (94, 1), (109, 3), (120, 2), (124, 2)]"
379,época,"[(2, 5), (4, 1), (5, 3), (10, 1), (15, 2), (18, 3), (19, 1), (50, 5), (56, 2), (75, 1), (94, 4), (98, 1), (118, 13), (126, 1), (129, 1), (140, 2)]"
380,imprensa,"[(2, 2), (5, 1), (10, 2), (45, 1), (56, 1), (64, 1), (75, 3), (93, 1), (99, 3), (107, 1), (109, 1), (129, 1), (137, 1)]"
381,local,"[(2, 1), (70, 1), (75, 1), (99, 1), (117, 39), (118, 1), (124, 1)]"
382,oab,"[(2, 1), (89, 5)]"
383,levantou,"[(2, 1)]"
384,defendê-lo,"[(2, 1)]"
385,diante,"[(2, 1), (10, 1), (29, 1), (49, 1), (75, 1), (87, 1), (98, 1), (99, 1), (109, 1), (123, 2), (124, 2), (136, 1)]"
386,violação,"[(2, 1), (16, 2), (111, 7), (142, 1)]"
387,escritório,"[(2, 2), (43, 1), (71, 2), (76, 1), (86, 1)]"
388,funcionava,"[(2, 1), (98, 1)]"
389,cinco,"[(2, 1), (5, 1), (37, 1), (50, 1), (56, 2), (89, 1), (91, 1), (94, 1), (98, 1), (109, 1), (120, 2)]"
390,começou,"[(2, 1), (10, 1), (18, 1), (19, 1), (28, 1), (49, 1), (50, 1), (56, 1), (65, 1), (73, 1), (91, 1), (94, 1), (98, 3), (105, 1), (118, 2)]"
391,carreira,"[(2, 1), (44, 2), (70, 3), (121, 1)]"
392,famoso,"[(2, 1), (109, 1), (118, 1), (126, 1)]"
393,criminalista,"[(2, 1), (120, 1)]"
394,pedro,"[(2, 1), (85, 1), (111, 1)]"
395,aleixo,"[(2, 1)]"
396,começa,"[(2, 1), (109, 1), (123, 2)]"
397,juntar,"[(2, 1)]"
398,cacos,"[(2, 1)]"
399,sobrou,"[(2, 1)]"
400,trajetória,"[(2, 1), (19, 1), (70, 1), (105, 1), (124, 1)]"
401,acaba,"[(2, 1), (50, 1)]"
402,absolvido,"[(2, 1), (111, 1)]"
403,caluniar,"[(2, 1)]"
404,ministro,"[(2, 1), (37, 1), (39, 2), (45, 6), (46, 1), (52, 1), (64, 1), (65, 1), (69, 1), (75, 2), (78, 3), (83, 5), (85, 1), (89, 2), (98, 2), (99, 1), (101, 1), (108, 2), (117, 1), (120, 1), (122, 6), (136, 2), (137, 1), (142, 2)]"
405,stf,"[(2, 3), (18, 1), (69, 2), (89, 1), (111, 3), (117, 1), (118, 1), (138, 1)]"
406,gilmar,"[(2, 10), (89, 1)]"
407,mendes,"[(2, 8), (89, 1)]"
408,absolvição,"[(2, 2), (111, 1)]"
409,abrir,"[(2, 1), (46, 1), (50, 1), (71, 1), (86, 1), (118, 1), (138, 1)]"
410,oportunidade,"[(2, 1), (56, 1), (66, 1), (78, 1), (98, 1), (122, 1), (126, 1)]"
411,resgate,"[(2, 1), (5, 1), (73, 3), (134, 1)]"
412,pessoal,"[(2, 1), (9, 1), (64, 1), (70, 1), (83, 1), (91, 1), (99, 2), (118, 1)]"
413,pode,"[(2, 1), (5, 1), (6, 1), (10, 1), (17, 2), (19, 2), (29, 5), (44, 1), (45, 3), (50, 6), (51, 3), (56, 2), (59, 3), (60, 1), (63, 2), (65, 4), (70, 1), (75, 2), (93, 3), (96, 1), (99, 2), (105, 1), (108, 1), (111, 6), (120, 5), (124, 1), (126, 1), (133, 1), (137, 2), (142, 1)]"
414,ponto,"[(2, 1), (4, 2), (18, 1), (39, 1), (46, 1), (50, 2), (65, 1), (75, 2), (99, 1), (122, 1), (136, 1)]"
415,partida,"[(2, 1)]"
416,esclarecer,"[(2, 1)]"
417,história,"[(2, 2), (9, 1), (10, 1), (15, 2), (16, 1), (29, 1), (45, 1), (47, 2), (50, 4), (52, 1), (56, 3), (59, 1), (64, 1), (65, 1), (66, 3), (70, 3), (73, 1), (101, 1), (106, 1), (107, 1), (110, 2), (123, 1), (125, 1), (126, 3), (128, 1), (129, 1), (140, 2)]"
418,rumorosa,"[(2, 1)]"
419,marcos,"[(2, 3), (9, 2), (94, 2), (98, 1)]"
420,valério,"[(2, 5)]"
421,publicitário,"[(2, 1)]"
422,faz,"[(2, 1), (18, 1), (39, 1), (43, 1), (50, 5), (65, 1), (71, 1), (76, 1), (86, 1), (99, 1), (109, 1), (118, 1), (119, 1), (125, 1), (137, 1)]"
423,acesso,"[(2, 1), (4, 3), (44, 2), (46, 1), (50, 2), (60, 1), (65, 1)]"
424,patrono,"[(2, 1)]"
425,processos,"[(2, 1), (15, 3), (16, 2), (17, 1), (50, 1), (83, 1), (89, 2), (98, 1), (118, 2), (123, 1), (138, 1)]"
426,nílton,"[(2, 3)]"
427,monteiro,"[(2, 3)]"
428,delator,"[(2, 1), (18, 2)]"
429,documento,"[(2, 2), (89, 1), (91, 1), (118, 5)]"
430,explosivo,"[(2, 1), (89, 1)]"
431,relacionar,"[(2, 1), (51, 1)]"
432,fernando,"[(2, 1), (5, 1), (29, 2), (37, 1), (56, 2), (65, 1), (70, 2), (91, 7), (108, 1), (123, 1), (136, 2), (141, 1)]"
433,henrique,"[(2, 1), (28, 1), (65, 1), (69, 1), (108, 1)]"
434,cardoso,"[(2, 1), (108, 1)]"
435,eduardo,"[(2, 2), (16, 2), (29, 3), (53, 1), (54, 1), (73, 1), (76, 1), (93, 1), (110, 2), (123, 1), (136, 1)]"
436,azeredo,"[(2, 2)]"
437,receberam,"[(2, 1), (46, 1)]"
438,recursos,"[(2, 1), (18, 1), (44, 1), (60, 3), (89, 2), (120, 3), (138, 2), (142, 1)]"
439,subchefe,"[(2, 1)]"
440,assuntos,"[(2, 1), (18, 1), (49, 1), (98, 2), (99, 1), (138, 1)]"
441,jurídicos,"[(2, 1), (120, 1)]"
442,civil,"[(2, 2), (5, 2), (9, 1), (56, 3), (91, 2), (98, 1), (99, 1), (134, 1), (136, 2), (137, 1), (142, 1)]"
443,aparece,"[(2, 2), (18, 1), (50, 1), (60, 1), (67, 1), (69, 2), (93, 1), (110, 1), (126, 1)]"
444,lado,"[(2, 2), (4, 1), (65, 1), (69, 1), (70, 1), (71, 1), (75, 1), (98, 3), (99, 1), (109, 2), (118, 1), (120, 1), (123, 1), (128, 1), (133, 1), (137, 1)]"
445,cifra,"[(2, 2)]"
446,r,"[(2, 5), (5, 4), (46, 1), (63, 3), (69, 1), (72, 1), (75, 2), (89, 1), (91, 1), (93, 1), (106, 1), (112, 1), (121, 1), (122, 1), (124, 15), (134, 1), (136, 1)]"
447,corresponde,"[(2, 1), (65, 1)]"
448,ferreira,"[(2, 3), (19, 1), (91, 6), (94, 1), (99, 1)]"
449,agu,"[(2, 4)]"
450,via,"[(2, 1), (4, 1), (56, 1), (94, 1), (132, 1), (141, 1), (145, 1)]"
451,gov,"[(2, 1)]"
452,pimenta,"[(2, 1), (27, 1)]"
453,veiga,"[(2, 1)]"
454,julho,"[(2, 1), (5, 2), (99, 2), (120, 2), (136, 1)]"
455,cópia,"[(2, 2), (133, 1)]"
456,parar,"[(2, 1), (5, 1), (75, 1), (78, 1), (99, 1), (118, 2)]"
457,mãos,"[(2, 1), (35, 1), (129, 1), (136, 1)]"
458,repórter,"[(2, 2), (5, 6), (18, 2), (98, 5)]"
459,leandro,"[(2, 1), (106, 6)]"
460,fortes,"[(2, 1), (16, 1), (48, 2), (70, 1), (126, 1)]"
461,carta,"[(2, 2), (18, 1), (29, 3), (56, 2), (64, 2), (73, 1), (75, 1), (136, 1)]"
462,capital,"[(2, 1), (15, 2), (65, 5), (73, 1), (78, 1), (86, 1), (99, 1), (109, 1), (134, 1), (136, 1), (142, 1)]"
463,publicou,"[(2, 1), (17, 2), (37, 1), (78, 1)]"
464,série,"[(2, 1), (17, 1), (69, 1), (72, 1), (91, 1), (98, 2), (120, 1)]"
